"time","country","province","city","cum_confirm","cum_heal","cum_dead","suspected"
2020-01-21,"China","Sichuan","Chengdu",1,0,0,3
2020-01-21,"China","Sichuan","Mianyang",0,0,0,2
2020-01-21,"China","Anhui","Hefei",0,0,0,1
2020-01-21,"China","Guizhou","Guiyang",0,0,0,1
2020-01-21,"China","Heilongjiang","Mudanjiang",0,0,0,1
2020-01-21,"China","Beijing","Foreign to Beijing",1,0,0,0
2020-01-21,"China","Beijing","Xicheng",1,0,0,0
2020-01-21,"China","Beijing","Fengtai",1,0,0,0
2020-01-21,"China","Beijing","Haidian",2,0,0,0
2020-01-21,"China","Beijing","Tongzhou",1,0,0,0
2020-01-21,"China","Beijing","Changping",2,0,0,0
2020-01-21,"China","Beijing","Daxing",2,0,0,0
2020-01-21,"China","Sichuan","Guang'an",1,0,0,0
2020-01-21,"China","Shandong","Qingdao",1,0,0,0
2020-01-21,"China","Guangdong","Guangzhou",2,0,0,0
2020-01-21,"China","Guangdong","Shaoguan",2,0,0,0
2020-01-21,"China","Guangdong","Shenzhen",14,0,0,0
2020-01-21,"China","Guangdong","Zhuhai",4,0,0,0
2020-01-21,"China","Guangdong","Foshan",1,0,0,0
2020-01-21,"China","Guangdong","Zhanjiang",2,0,0,0
2020-01-21,"China","Guangdong","Huizhou",1,0,0,0
2020-01-21,"China","Jiangxi","Pingxiang",1,0,0,0
2020-01-21,"China","Jiangxi","Fuzhou",1,0,0,0
2020-01-21,"China","Henan","Zhengzhou",1,0,0,0
2020-01-21,"China","Zhejiang","Hangzhou",1,0,0,0
2020-01-21,"China","Zhejiang","Wenzhou",2,0,0,0
2020-01-21,"China","Zhejiang","Zhoushan",1,0,0,0
2020-01-21,"China","Zhejiang","Taizhou",1,0,0,0
2020-01-21,"China","Hubei","Wuhan",365,25,9,0
2020-01-21,"China","Hunan","Changsha",1,0,0,0
2020-01-21,"China","Chongqing","Wanzhou District",2,0,0,0
2020-01-21,"China","Chongqing","Changshou District",1,0,0,0
2020-01-21,"China","Chongqing","Wushan County",2,0,0,0
2020-01-22,"China","Hainan","Haikou",1,0,0,10
2020-01-22,"China","Hainan","Sanya",2,0,0,8
2020-01-22,"China","Anhui","Hefei",1,0,0,3
2020-01-22,"China","Hainan","Danzhou",0,0,0,3
2020-01-22,"China","Sichuan","Chengdu",2,0,0,2
2020-01-22,"China","Hainan","Wuzhishan",0,0,0,2
2020-01-22,"China","Hainan","Lingao County",1,0,0,2
2020-01-22,"China","Hainan","Changjiang County",0,0,0,2
2020-01-22,"China","Anhui","Lu'an",0,0,0,1
2020-01-22,"China","Guangxi","Liuzhou",0,0,0,1
2020-01-22,"China","Hainan","Qionghai",0,0,0,1
2020-01-22,"China","Hainan","Wenchang",0,0,0,1
2020-01-22,"China","Hainan","Wanning",1,0,0,1
2020-01-22,"China","Hainan","Dongfang",0,0,0,1
2020-01-22,"China","Hainan","Qiongzhong County",0,0,0,1
2020-01-22,"China","Beijing","Foreign to Beijing",2,0,0,0
2020-01-22,"China","Beijing","Xicheng",2,0,0,0
2020-01-22,"China","Beijing","Chaoyang",1,0,0,0
2020-01-22,"China","Beijing","Fengtai",1,0,0,0
2020-01-22,"China","Beijing","Shijingshan",1,0,0,0
2020-01-22,"China","Beijing","Haidian",2,0,0,0
2020-01-22,"China","Beijing","Tongzhou",1,0,0,0
2020-01-22,"China","Beijing","Changping",2,0,0,0
2020-01-22,"China","Beijing","Daxing",2,0,0,0
2020-01-22,"China","Jilin","Changchun",1,0,0,0
2020-01-22,"China","Sichuan","Mianyang",2,0,0,0
2020-01-22,"China","Sichuan","Guang'an",1,0,0,0
2020-01-22,"China","Ningxia","Yinchuan",1,0,0,0
2020-01-22,"China","Shandong","Qingdao",3,0,0,0
2020-01-22,"China","Shandong","Weihai",1,0,0,0
2020-01-22,"China","Shandong","Linyi",2,0,0,0
2020-01-22,"China","Shanxi","Taiyuan",1,0,0,0
2020-01-22,"China","Guangdong","Guangzhou",5,0,0,0
2020-01-22,"China","Guangdong","Shaoguan",2,0,0,0
2020-01-22,"China","Guangdong","Shenzhen",15,0,0,0
2020-01-22,"China","Guangdong","Zhuhai",4,0,0,0
2020-01-22,"China","Guangdong","Foshan",1,0,0,0
2020-01-22,"China","Guangdong","Zhanjiang",2,0,0,0
2020-01-22,"China","Guangdong","Zhaoqing",1,0,0,0
2020-01-22,"China","Guangdong","Huizhou",1,0,0,0
2020-01-22,"China","Guangdong","Zhongshan",1,0,0,0
2020-01-22,"China","Guangxi","Wuzhou",1,0,0,0
2020-01-22,"China","Guangxi","Beihai",1,0,0,0
2020-01-22,"China","Jiangsu","Suzhou",1,0,0,0
2020-01-22,"China","Jiangxi","Nanchang",1,0,0,0
2020-01-22,"China","Jiangxi","Pingxiang",1,0,0,0
2020-01-22,"China","Jiangxi","Fuzhou",1,0,0,0
2020-01-22,"China","Hebei","Shijiazhuang",1,0,0,0
2020-01-22,"China","Henan","Zhengzhou",2,0,0,0
2020-01-22,"China","Henan","Gongyi",1,0,0,0
2020-01-22,"China","Henan","Luoyang",1,0,0,0
2020-01-22,"China","Henan","Sanmenxia",1,0,0,0
2020-01-22,"China","Zhejiang","Hangzhou",1,0,0,0
2020-01-22,"China","Zhejiang","Ningbo",3,0,0,0
2020-01-22,"China","Zhejiang","Wenzhou",4,0,0,0
2020-01-22,"China","Zhejiang","Zhoushan",1,0,0,0
2020-01-22,"China","Zhejiang","Taizhou",1,0,0,0
2020-01-22,"China","Hubei","Wuhan",425,28,17,0
2020-01-22,"China","Hubei","Huanggang",12,0,0,0
2020-01-22,"China","Hubei","Jingzhou",6,0,0,0
2020-01-22,"China","Hubei","Jingmen",1,0,0,0
2020-01-22,"China","Hunan","Changsha",1,0,0,0
2020-01-22,"China","Hunan","Huaihua",3,0,0,0
2020-01-22,"China","Fujian","Fuzhou",1,0,0,0
2020-01-22,"China","Guizhou","Guiyang",1,0,0,0
2020-01-22,"China","Guizhou","Tongren",1,0,0,0
2020-01-22,"China","Guizhou","Qiannan Prefecture",1,0,0,0
2020-01-22,"China","Liaoning","Shenyang",1,0,0,0
2020-01-22,"China","Liaoning","Dalian",1,0,0,0
2020-01-22,"China","Chongqing","Wanzhou District",2,0,0,0
2020-01-22,"China","Chongqing","Fuling District",1,0,0,0
2020-01-22,"China","Chongqing","Changshou District",1,0,0,0
2020-01-22,"China","Chongqing","Yongchuan District",2,0,0,0
2020-01-22,"China","Chongqing","Dianjiang County",1,0,0,0
2020-01-22,"China","Chongqing","Wushan County",2,0,0,0
2020-01-22,"China","Shaanxi","Xi'an",2,0,0,0
2020-01-22,"China","Shaanxi","Xianyang",1,0,0,0
2020-01-22,"China","Shaanxi","Yan'an",1,0,0,0
2020-01-22,"China","Heilongjiang","Mudanjiang",1,0,0,0
2020-01-23,"China","Inner Mongolia","Xilingol League",0,0,0,2
2020-01-23,"China","Gansu","Baiyin",0,0,0,1
2020-01-23,"China","Yunnan","Kunming",2,0,0,0
2020-01-23,"China","Inner Mongolia","Hulunbuir",1,0,0,0
2020-01-23,"China","Beijing","Foreign to Beijing",6,0,0,0
2020-01-23,"China","Beijing","Xicheng",3,0,0,0
2020-01-23,"China","Beijing","Chaoyang",2,0,0,0
2020-01-23,"China","Beijing","Fengtai",1,0,0,0
2020-01-23,"China","Beijing","Shijingshan",1,0,0,0
2020-01-23,"China","Beijing","Haidian",3,0,0,0
2020-01-23,"China","Beijing","Tongzhou",2,0,0,0
2020-01-23,"China","Beijing","Changping",2,0,0,0
2020-01-23,"China","Beijing","Daxing",2,0,0,0
2020-01-23,"China","Jilin","Changchun",1,0,0,0
2020-01-23,"China","Jilin","Jilin",1,0,0,0
2020-01-23,"China","Jilin","Songyuan",1,0,0,0
2020-01-23,"China","Sichuan","Chengdu",7,0,0,0
2020-01-23,"China","Sichuan","Deyang",1,0,0,0
2020-01-23,"China","Sichuan","Mianyang",2,0,0,0
2020-01-23,"China","Sichuan","Suining",1,0,0,0
2020-01-23,"China","Sichuan","Guang'an",2,0,0,0
2020-01-23,"China","Sichuan","Dazhou",1,0,0,0
2020-01-23,"China","Sichuan","Ya'an",1,0,0,0
2020-01-23,"China","Ningxia","Yinchuan",1,0,0,0
2020-01-23,"China","Ningxia","Zhongwei",1,0,0,0
2020-01-23,"China","Anhui","Hefei",6,0,0,0
2020-01-23,"China","Anhui","Bengbu",1,0,0,0
2020-01-23,"China","Anhui","Anqing",1,0,0,0
2020-01-23,"China","Anhui","Chuzhou",1,0,0,0
2020-01-23,"China","Anhui","Fuyang",2,0,0,0
2020-01-23,"China","Anhui","Lu'an",2,0,0,0
2020-01-23,"China","Anhui","Bozhou",1,0,0,0
2020-01-23,"China","Anhui","Chizhou",1,0,0,0
2020-01-23,"China","Shandong","Qingdao",3,0,0,0
2020-01-23,"China","Shandong","Weifang",1,0,0,0
2020-01-23,"China","Shandong","Weihai",2,0,0,0
2020-01-23,"China","Shandong","Rizhao",1,0,0,0
2020-01-23,"China","Shandong","Linyi",2,0,0,0
2020-01-23,"China","Shanxi","Taiyuan",1,0,0,0
2020-01-23,"China","Guangdong","Guangzhou",7,0,0,0
2020-01-23,"China","Guangdong","Shaoguan",3,0,0,0
2020-01-23,"China","Guangdong","Shenzhen",15,2,0,0
2020-01-23,"China","Guangdong","Zhuhai",8,0,0,0
2020-01-23,"China","Guangdong","Foshan",6,0,0,0
2020-01-23,"China","Guangdong","Zhanjiang",2,0,0,0
2020-01-23,"China","Guangdong","Zhaoqing",1,0,0,0
2020-01-23,"China","Guangdong","Huizhou",5,0,0,0
2020-01-23,"China","Guangdong","Yangjiang",3,0,0,0
2020-01-23,"China","Guangdong","Qingyuan",1,0,0,0
2020-01-23,"China","Guangdong","Zhongshan",2,0,0,0
2020-01-23,"China","Guangxi","Liuzhou",2,0,0,0
2020-01-23,"China","Guangxi","Guilin",2,0,0,0
2020-01-23,"China","Guangxi","Wuzhou",1,0,0,0
2020-01-23,"China","Guangxi","Beihai",6,0,0,0
2020-01-23,"China","Guangxi","Baise",1,0,0,0
2020-01-23,"China","Guangxi","Hechi",1,0,0,0
2020-01-23,"China","Xinjiang","ÜrümqiÜrümqi",2,0,0,0
2020-01-23,"China","Jiangsu","Nanjing",3,0,0,0
2020-01-23,"China","Jiangsu","Wuxi",1,0,0,0
2020-01-23,"China","Jiangsu","Suzhou",2,0,0,0
2020-01-23,"China","Jiangsu","Nantong",1,0,0,0
2020-01-23,"China","Jiangsu","Lianyungang",1,0,0,0
2020-01-23,"China","Jiangsu","Yangzhou",1,0,0,0
2020-01-23,"China","Jiangxi","Nanchang",2,0,0,0
2020-01-23,"China","Jiangxi","Pingxiang",1,0,0,0
2020-01-23,"China","Jiangxi","Jiujiang",1,0,0,0
2020-01-23,"China","Jiangxi","Xinyu",1,0,0,0
2020-01-23,"China","Jiangxi","Ji'an",1,0,0,0
2020-01-23,"China","Jiangxi","Fuzhou",1,0,0,0
2020-01-23,"China","Hebei","Shijiazhuang",1,0,0,0
2020-01-23,"China","Hebei","Cangzhou",1,0,1,0
2020-01-23,"China","Henan","Zhengzhou",3,0,0,0
2020-01-23,"China","Henan","Gongyi",2,0,0,0
2020-01-23,"China","Henan","Luoyang",1,0,0,0
2020-01-23,"China","Henan","Sanmenxia",1,0,0,0
2020-01-23,"China","Henan","Xinyang",1,0,0,0
2020-01-23,"China","Henan","Zhoukou",1,0,0,0
2020-01-23,"China","Zhejiang","Hangzhou",6,0,0,0
2020-01-23,"China","Zhejiang","Ningbo",5,0,0,0
2020-01-23,"China","Zhejiang","Wenzhou",1,1,0,0
2020-01-23,"China","Zhejiang","Jiaxing",1,0,0,0
2020-01-23,"China","Zhejiang","Shaoxing",1,0,0,0
2020-01-23,"China","Zhejiang","Jinhua",1,0,0,0
2020-01-23,"China","Zhejiang","Quzhou",2,0,0,0
2020-01-23,"China","Zhejiang","Zhoushan",1,0,0,0
2020-01-23,"China","Zhejiang","Taizhou",4,0,0,0
2020-01-23,"China","Hainan","Haikou",3,0,0,0
2020-01-23,"China","Hainan","Sanya",2,0,0,0
2020-01-23,"China","Hainan","Wanning",2,0,0,0
2020-01-23,"China","Hainan","Lingao County",1,0,0,0
2020-01-23,"China","Hubei","Wuhan",495,31,23,0
2020-01-23,"China","Hubei","Jingmen",8,0,0,0
2020-01-23,"China","Hubei","Jingzhou",8,0,0,0
2020-01-23,"China","Hubei","Xiaogan",22,0,0,0
2020-01-23,"China","Hubei","Xiantao",2,0,0,0
2020-01-23,"China","Hubei","Yichang",1,0,1,0
2020-01-23,"China","Hubei","Shiyan",1,0,0,0
2020-01-23,"China","Hubei","Huanggang",12,0,0,0
2020-01-23,"China","Hunan","Changsha",8,0,0,0
2020-01-23,"China","Hunan","Zhuzhou",1,0,0,0
2020-01-23,"China","Hunan","Xiangtan",1,0,0,0
2020-01-23,"China","Hunan","Yueyang",3,0,0,0
2020-01-23,"China","Hunan","Chenzhou",1,0,0,0
2020-01-23,"China","Hunan","Yongzhou",4,0,0,0
2020-01-23,"China","Hunan","Huaihua",3,0,0,0
2020-01-23,"China","Hunan","Loudi",3,0,0,0
2020-01-23,"China","Gansu","Lanzhou",1,0,0,0
2020-01-23,"China","Fujian","Fuzhou",1,0,0,0
2020-01-23,"China","Fujian","Xiamen",1,0,0,0
2020-01-23,"China","Fujian","Quanzhou",1,0,0,0
2020-01-23,"China","Fujian","Ningde",1,0,0,0
2020-01-23,"China","Guizhou","Guiyang",1,0,0,0
2020-01-23,"China","Guizhou","Tongren",1,0,0,0
2020-01-23,"China","Guizhou","Qiannan Prefecture",1,0,0,0
2020-01-23,"China","Liaoning","Shenyang",2,0,0,0
2020-01-23,"China","Liaoning","Dalian",1,0,0,0
2020-01-23,"China","Liaoning","Chaoyang",1,0,0,0
2020-01-23,"China","Chongqing","Liangjiang New Area",1,0,0,0
2020-01-23,"China","Chongqing","Wanzhou District",3,0,0,0
2020-01-23,"China","Chongqing","Fuling District",1,0,0,0
2020-01-23,"China","Chongqing","Dadukou District",1,0,0,0
2020-01-23,"China","Chongqing","Jiulongpo District",2,0,0,0
2020-01-23,"China","Chongqing","Yubei District",2,0,0,0
2020-01-23,"China","Chongqing","Changshou District",3,0,0,0
2020-01-23,"China","Chongqing","Yongchuan District",2,0,0,0
2020-01-23,"China","Chongqing","Kaizhou District",2,0,0,0
2020-01-23,"China","Chongqing","Dianjiang County",2,0,0,0
2020-01-23,"China","Chongqing","Zhong County",1,0,0,0
2020-01-23,"China","Chongqing","Yunyang County",1,0,0,0
2020-01-23,"China","Chongqing","Fengjie County",1,0,0,0
2020-01-23,"China","Chongqing","Wushan County",3,0,0,0
2020-01-23,"China","Chongqing","Wuxi County",1,0,0,0
2020-01-23,"China","Chongqing","Xiushan County",1,0,0,0
2020-01-23,"China","Shaanxi","Xi'an",2,0,0,0
2020-01-23,"China","Shaanxi","Xianyang",1,0,0,0
2020-01-23,"China","Shaanxi","Yan'an",1,0,0,0
2020-01-23,"China","Shaanxi","Ankang",1,0,0,0
2020-01-23,"China","Heilongjiang","Harbin",1,0,0,0
2020-01-23,"China","Heilongjiang","Daqing",1,0,0,0
2020-01-23,"China","Heilongjiang","Mudanjiang",1,0,0,0
2020-01-23,"China","Heilongjiang","Suihua",1,0,1,0
2020-01-24,"China","Inner Mongolia","Ordos",0,0,0,2
2020-01-24,"China","Shandong","Jinan",2,0,0,2
2020-01-24,"China","Shandong","Jining",2,0,0,2
2020-01-24,"China","Shandong","Weihai",3,0,0,2
2020-01-24,"China","Fujian","Xiamen",3,0,0,2
2020-01-24,"China","Inner Mongolia","Chifeng",0,0,0,1
2020-01-24,"China","Inner Mongolia","Hulunbuir",1,0,0,1
2020-01-24,"China","Inner Mongolia","Xilingol League",1,0,0,1
2020-01-24,"China","Shandong","Qingdao",4,0,0,1
2020-01-24,"China","Shandong","Weifang",1,0,0,1
2020-01-24,"China","Shandong","Linyi",3,0,0,1
2020-01-24,"China","Shandong","Binzhou",0,0,0,1
2020-01-24,"China","Shandong","Heze",0,0,0,1
2020-01-24,"China","Fujian","Sanming",0,0,0,1
2020-01-24,"China","Fujian","Zhangzhou",0,0,0,1
2020-01-24,"China","Qinghai","Xining",0,0,0,1
2020-01-24,"China","Yunnan","Kunming",3,0,0,0
2020-01-24,"China","Yunnan","Lijiang",1,0,0,0
2020-01-24,"China","Yunnan","Xishuangbanna",1,0,0,0
2020-01-24,"China","Beijing","Foreign to Beijing",10,0,0,0
2020-01-24,"China","Beijing","Xicheng",4,0,0,0
2020-01-24,"China","Beijing","Chaoyang",5,0,0,0
2020-01-24,"China","Beijing","Fengtai",2,0,0,0
2020-01-24,"China","Beijing","Shijingshan",1,0,0,0
2020-01-24,"China","Beijing","Haidian",6,0,0,0
2020-01-24,"China","Beijing","Tongzhou",2,0,0,0
2020-01-24,"China","Beijing","Shunyi",1,0,0,0
2020-01-24,"China","Beijing","Changping",3,0,0,0
2020-01-24,"China","Beijing","Daxing",2,0,0,0
2020-01-24,"China","Jilin","Changchun",1,0,0,0
2020-01-24,"China","Jilin","Jilin",2,0,0,0
2020-01-24,"China","Jilin","Songyuan",1,0,0,0
2020-01-24,"China","Sichuan","Chengdu",16,0,0,0
2020-01-24,"China","Sichuan","Zigong",1,0,0,0
2020-01-24,"China","Sichuan","Luzhou",1,0,0,0
2020-01-24,"China","Sichuan","Deyang",1,0,0,0
2020-01-24,"China","Sichuan","Mianyang",2,0,0,0
2020-01-24,"China","Sichuan","Suining",2,0,0,0
2020-01-24,"China","Sichuan","Neijiang",1,0,0,0
2020-01-24,"China","Sichuan","Guang'an",2,0,0,0
2020-01-24,"China","Sichuan","Dazhou",1,0,0,0
2020-01-24,"China","Sichuan","Ya'an",1,0,0,0
2020-01-24,"China","Ningxia","Yinchuan",1,0,0,0
2020-01-24,"China","Ningxia","Guyuan",1,0,0,0
2020-01-24,"China","Ningxia","Zhongwei",1,0,0,0
2020-01-24,"China","Anhui","Hefei",10,0,0,0
2020-01-24,"China","Anhui","Wuhu",1,0,0,0
2020-01-24,"China","Anhui","Bengbu",1,0,0,0
2020-01-24,"China","Anhui","Ma'anshan",4,0,0,0
2020-01-24,"China","Anhui","Tongling",3,0,0,0
2020-01-24,"China","Anhui","Anqing",4,0,0,0
2020-01-24,"China","Anhui","Chuzhou",2,0,0,0
2020-01-24,"China","Anhui","Fuyang",7,0,0,0
2020-01-24,"China","Anhui","Lu'an",2,0,0,0
2020-01-24,"China","Anhui","Bozhou",4,0,0,0
2020-01-24,"China","Anhui","Chizhou",1,0,0,0
2020-01-24,"China","Shandong","Yantai",2,0,0,0
2020-01-24,"China","Shandong","Rizhao",2,0,0,0
2020-01-24,"China","Shandong","Dezhou",1,0,0,0
2020-01-24,"China","Shandong","Liaocheng",1,0,0,0
2020-01-24,"China","Shanxi","Taiyuan",2,0,0,0
2020-01-24,"China","Shanxi","Datong",1,0,0,0
2020-01-24,"China","Shanxi","Changzhi",1,0,0,0
2020-01-24,"China","Shanxi","Yuncheng",2,0,0,0
2020-01-24,"China","Guangdong","Guangzhou",14,0,0,0
2020-01-24,"China","Guangdong","Shaoguan",3,0,0,0
2020-01-24,"China","Guangdong","Shenzhen",20,2,0,0
2020-01-24,"China","Guangdong","Zhuhai",10,0,0,0
2020-01-24,"China","Guangdong","Shantou",1,0,0,0
2020-01-24,"China","Guangdong","Foshan",9,0,0,0
2020-01-24,"China","Guangdong","Zhanjiang",2,0,0,0
2020-01-24,"China","Guangdong","Zhaoqing",2,0,0,0
2020-01-24,"China","Guangdong","Huizhou",7,0,0,0
2020-01-24,"China","Guangdong","Yangjiang",5,0,0,0
2020-01-24,"China","Guangdong","Qingyuan",2,0,0,0
2020-01-24,"China","Guangdong","Dongguan",1,0,0,0
2020-01-24,"China","Guangdong","Zhongshan",2,0,0,0
2020-01-24,"China","Guangxi","Liuzhou",3,0,0,0
2020-01-24,"China","Guangxi","Guilin",6,0,0,0
2020-01-24,"China","Guangxi","Wuzhou",1,0,0,0
2020-01-24,"China","Guangxi","Beihai",6,0,0,0
2020-01-24,"China","Guangxi","Fangchenggang",2,0,0,0
2020-01-24,"China","Guangxi","Yulin",1,0,0,0
2020-01-24,"China","Guangxi","Baise",1,0,0,0
2020-01-24,"China","Guangxi","Hechi",3,0,0,0
2020-01-24,"China","Xinjiang","ÜrümqiÜrümqi",3,0,0,0
2020-01-24,"China","Jiangsu","Nanjing",4,0,0,0
2020-01-24,"China","Jiangsu","Wuxi",1,0,0,0
2020-01-24,"China","Jiangsu","Changzhou",5,0,0,0
2020-01-24,"China","Jiangsu","Suzhou",3,1,0,0
2020-01-24,"China","Jiangsu","Nantong",1,0,0,0
2020-01-24,"China","Jiangsu","Lianyungang",1,0,0,0
2020-01-24,"China","Jiangsu","Yancheng",1,0,0,0
2020-01-24,"China","Jiangsu","Yangzhou",1,0,0,0
2020-01-24,"China","Jiangsu","Suqian",1,0,0,0
2020-01-24,"China","Jiangxi","Nanchang",3,0,0,0
2020-01-24,"China","Jiangxi","Jingdezhen",1,0,0,0
2020-01-24,"China","Jiangxi","Pingxiang",1,0,0,0
2020-01-24,"China","Jiangxi","Jiujiang",2,0,0,0
2020-01-24,"China","Jiangxi","Xinyu",1,0,0,0
2020-01-24,"China","Jiangxi","Ganzhou",2,0,0,0
2020-01-24,"China","Jiangxi","Ji'an",1,0,0,0
2020-01-24,"China","Jiangxi","Yichun",1,0,0,0
2020-01-24,"China","Jiangxi","Fuzhou",4,0,0,0
2020-01-24,"China","Jiangxi","Shangrao",2,0,0,0
2020-01-24,"China","Hebei","Shijiazhuang",4,0,0,0
2020-01-24,"China","Hebei","Baoding",1,0,0,0
2020-01-24,"China","Hebei","Chengde",1,0,0,0
2020-01-24,"China","Hebei","Cangzhou",2,0,1,0
2020-01-24,"China","Henan","Zhengzhou",6,0,0,0
2020-01-24,"China","Henan","Gongyi",2,0,0,0
2020-01-24,"China","Henan","Luoyang",1,0,0,0
2020-01-24,"China","Henan","Pingdingshan",1,0,0,0
2020-01-24,"China","Henan","Xinxiang",1,0,0,0
2020-01-24,"China","Henan","Sanmenxia",1,0,0,0
2020-01-24,"China","Henan","Nanyang",8,0,0,0
2020-01-24,"China","Henan","Xinyang",5,0,0,0
2020-01-24,"China","Henan",NA,1,0,0,0
2020-01-24,"China","Henan","Zhoukou",4,0,0,0
2020-01-24,"China","Henan","Zhumadian",2,0,0,0
2020-01-24,"China","Zhejiang","Hangzhou",12,0,0,0
2020-01-24,"China","Zhejiang","Ningbo",6,0,0,0
2020-01-24,"China","Zhejiang","Wenzhou",10,1,0,0
2020-01-24,"China","Zhejiang","Jiaxing",4,0,0,0
2020-01-24,"China","Zhejiang","Shaoxing",4,0,0,0
2020-01-24,"China","Zhejiang","Jinhua",2,0,0,0
2020-01-24,"China","Zhejiang","Quzhou",2,0,0,0
2020-01-24,"China","Zhejiang","Zhoushan",2,0,0,0
2020-01-24,"China","Zhejiang","Taizhou",20,0,0,0
2020-01-24,"China","Hainan","Haikou",3,0,0,0
2020-01-24,"China","Hainan","Sanya",5,0,0,0
2020-01-24,"China","Hainan","Danzhou",3,0,0,0
2020-01-24,"China","Hainan","Wanning",5,0,0,0
2020-01-24,"China","Hainan","Lingao County",1,0,0,0
2020-01-24,"China","Hubei","Wuhan",572,32,38,0
2020-01-24,"China","Hubei","Shiyan",5,0,0,0
2020-01-24,"China","Hubei","Jingmen",21,0,0,0
2020-01-24,"China","Hubei","Xiaogan",26,0,0,0
2020-01-24,"China","Hubei","Huanggang",64,0,0,0
2020-01-24,"China","Hubei","Jingzhou",10,0,0,0
2020-01-24,"China","Hubei","Xiantao",10,0,0,0
2020-01-24,"China","Hubei","Suizhou",5,0,0,0
2020-01-24,"China","Hubei","Enshi",11,0,0,0
2020-01-24,"China","Hubei","Ezhou",1,0,0,0
2020-01-24,"China","Hubei","Tianmen",3,0,0,0
2020-01-24,"China","Hubei","Yichang",1,0,1,0
2020-01-24,"China","Hunan","Changsha",8,0,0,0
2020-01-24,"China","Hunan","Zhuzhou",1,0,0,0
2020-01-24,"China","Hunan","Xiangtan",2,0,0,0
2020-01-24,"China","Hunan","Hengyang",3,0,0,0
2020-01-24,"China","Hunan","Shaoyang",2,0,0,0
